Density_Raw,source_file,initial_cells,time_step,x_coordinate,density_rolling_mean,density_gaussian
0.0010676,density_1D_filter_3_t3_refine4.dat,14000,3,0.02631578947368421,0.0009670271428571428,0.0010308201810457528
0.0009697,density_1D_filter_3_t3_refine4.dat,14000,3,0.05263157894736842,0.0010036571428571428,0.001028463588419274
0.0010769,density_1D_filter_3_t3_refine4.dat,14000,3,0.07894736842105263,0.0010163114285714286,0.001003429978545428
0.00092308,density_1D_filter_3_t3_refine4.dat,14000,3,0.10526315789473684,0.0009630342857142857,0.0009712898506548365
0.00098368,density_1D_filter_3_t3_refine4.dat,14000,3,0.13157894736842105,0.00094705,0.0009386854767013705
0.00084382,density_1D_filter_3_t3_refine4.dat,14000,3,0.15789473684210525,0.0009483814285714285,0.0009162488935910172
0.00087646,density_1D_filter_3_t3_refine4.dat,14000,3,0.18421052631578946,0.0009197471428571428,0.0009128330299578234
0.00095571,density_1D_filter_3_t3_refine4.dat,14000,3,0.21052631578947367,0.0009170828571428572,0.000921038661893923
0.00097902,density_1D_filter_3_t3_refine4.dat,14000,3,0.23684210526315788,0.0009010985714285715,0.0009217876658216867
0.00087646,density_1D_filter_3_t3_refine4.dat,14000,3,0.2631578947368421,0.0008857814285714287,0.0009043485734452372
0.00090443,density_1D_filter_3_t3_refine4.dat,14000,3,0.2894736842105263,0.0008418242857142858,0.0008661693299974293
0.00087179,density_1D_filter_3_t3_refine4.dat,14000,3,0.3157894736842105,0.0007599057142857142,0.0007990594028708336
0.0007366,density_1D_filter_3_t3_refine4.dat,14000,3,0.3421052631578947,0.0006633357142857143,0.0006954516605440317
0.00056876,density_1D_filter_3_t3_refine4.dat,14000,3,0.3684210526315789,0.0005581071428571429,0.0005636935447774162
0.00038228,density_1D_filter_3_t3_refine4.dat,14000,3,0.39473684210526316,0.00043489685714285717,0.000424102101248868
0.00030303,density_1D_filter_3_t3_refine4.dat,14000,3,0.42105263157894735,0.0003136854285714286,0.000293610413468718
0.00013986,density_1D_filter_3_t3_refine4.dat,14000,3,0.4473684210526315,0.00020912285714285713,0.0001823889214739775
4.1958e-05,density_1D_filter_3_t3_refine4.dat,14000,3,0.47368421052631576,0.00013053542857142857,9.92819280093046e-05
2.331e-05,density_1D_filter_3_t3_refine4.dat,14000,3,0.5,7.7922e-05,4.8706311858926714e-05
